Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,Income,PromotionRatio
31,No,Travel_Rarely,Research & Development,7,4,Medical,Female,3,Manufacturing Director,Single,1,Yes,14,3,0,11,2,11,9,4,10,3.0,High,0.36363636363636365
29,No,Travel_Rarely,Sales,10,1,Marketing,Female,2,Sales Executive,Divorced,1,Yes,14,3,2,7,2,7,7,1,7,2.4,High,0.14285714285714285
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,3,Manufacturing Director,Single,0,No,13,3,0,17,5,16,6,0,13,3.0,High,0.0
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Research Scientist,Divorced,1,No,12,3,2,4,2,4,2,0,2,3.0,Low,0.0
41,No,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Manufacturing Director,Single,6,Yes,15,3,0,8,3,5,4,1,2,3.0,Medium,0.2
47,No,Travel_Frequently,Sales,4,1,Medical,Male,2,Sales Representative,Single,3,No,19,3,0,5,3,0,0,0,0,2.4,Low,0.0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,Female,4,Research Director,Single,2,No,14,3,0,16,2,1,0,0,0,2.6,High,0.0
29,No,Non-Travel,Sales,2,3,Life Sciences,Male,2,Sales Executive,Married,1,No,14,3,1,4,3,4,3,0,2,2.6,Medium,0.0
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,Male,1,Human Resources,Divorced,0,Yes,11,3,1,4,5,3,2,1,0,3.0,Low,0.3333333333333333
32,No,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Laboratory Technician,Married,1,No,13,3,1,8,4,8,0,0,7,2.8,Low,0.0
48,No,Travel_Rarely,Sales,29,1,Medical,Female,3,Manager,Married,3,No,21,4,1,15,3,0,0,0,0,2.0,High,0.0
37,No,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Research Scientist,Divorced,4,Yes,13,3,2,13,2,7,7,6,7,2.4,Medium,0.8571428571428571
30,No,Non-Travel,Sales,25,2,Technical Degree,Female,2,Sales Executive,Married,7,Yes,12,3,1,4,2,2,2,2,2,3.2,Medium,1.0
26,No,Travel_Rarely,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,1,No,17,3,1,8,3,8,7,7,7,2.8,Medium,0.875
42,No,Travel_Rarely,Research & Development,2,4,Other,Male,2,Healthcare Representative,Single,3,No,23,4,0,14,6,1,0,0,0,2.4,High,0.0
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,Female,1,Sales Representative,Single,1,Yes,11,3,0,3,3,3,2,1,2,2.2,Low,0.3333333333333333
36,No,Non-Travel,Sales,1,5,Medical,Female,2,Sales Executive,Single,4,No,15,3,0,7,6,1,0,0,0,3.2,High,0.0
36,No,Travel_Frequently,Sales,3,4,Medical,Male,3,Sales Executive,Married,4,No,11,3,1,16,2,13,9,1,12,2.2,High,0.07692307692307693
57,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Healthcare Representative,Married,2,No,11,3,0,15,2,3,2,1,2,3.2,High,0.3333333333333333
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Laboratory Technician,Married,3,Yes,13,3,1,10,3,7,7,1,7,3.4,Low,0.14285714285714285
21,No,Non-Travel,Sales,9,2,Medical,Male,1,Sales Representative,Single,1,No,24,4,0,3,3,3,2,2,2,2.6,Low,0.6666666666666666
33,Yes,Travel_Rarely,Sales,5,3,Marketing,Female,1,Sales Representative,Single,1,Yes,13,3,0,1,2,1,0,0,0,3.0,Low,0.0
37,No,Travel_Rarely,Research & Development,10,3,Medical,Female,1,Laboratory Technician,Married,6,No,20,4,1,17,3,5,4,0,3,2.4,Low,0.0
46,No,Non-Travel,Research & Development,7,4,Medical,Female,2,Manufacturing Director,Married,2,No,14,3,0,7,2,1,0,0,0,3.2,Medium,0.0
41,Yes,Travel_Frequently,Sales,4,3,Marketing,Male,2,Sales Executive,Single,1,No,18,3,0,8,5,8,7,7,7,2.4,High,0.875
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Healthcare Representative,Single,6,No,15,3,0,20,2,4,3,1,3,3.4,High,0.25
40,Yes,Travel_Rarely,Sales,22,2,Marketing,Male,2,Sales Executive,Married,2,Yes,12,3,2,8,6,6,4,1,0,2.4,Medium,0.16666666666666666
31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Research Scientist,Single,0,Yes,16,3,0,3,5,2,2,2,2,2.8,Low,1.0
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,Female,1,Sales Representative,Single,1,No,15,3,0,1,0,1,0,0,0,3.2,Low,0.0
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,1,Research Scientist,Single,9,No,16,3,0,6,4,3,2,1,2,3.6,Low,0.3333333333333333
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Healthcare Representative,Single,9,No,19,3,0,10,5,1,1,0,0,2.6,High,0.0
27,No,Travel_Rarely,Research & Development,1,2,Medical,Male,1,Laboratory Technician,Divorced,1,No,11,3,1,5,2,5,2,0,4,2.8,Medium,0.0
28,No,Travel_Rarely,Sales,9,4,Life Sciences,Male,2,Sales Executive,Single,1,No,16,3,0,7,1,7,5,0,7,3.2,Medium,0.0
49,No,Travel_Rarely,Research & Development,7,3,Other,Male,3,Healthcare Representative,Single,8,No,24,4,0,26,2,5,2,0,0,2.6,High,0.0
51,No,Travel_Rarely,Sales,14,2,Life Sciences,Female,2,Sales Executive,Married,4,No,11,3,1,18,2,7,7,0,7,3.0,Medium,0.0
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Research Scientist,Married,4,No,13,3,1,6,3,2,2,2,2,3.0,Low,1.0
34,Yes,Non-Travel,Sales,19,3,Marketing,Male,2,Sales Executive,Single,8,Yes,13,3,0,9,3,5,2,0,4,2.6,Medium,0.0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,4,Manager,Single,2,Yes,13,3,0,30,2,5,4,1,2,3.2,High,0.2
24,No,Travel_Rarely,Sales,10,4,Marketing,Female,2,Sales Executive,Divorced,1,Yes,12,3,1,5,2,5,2,0,3,3.6,Medium,0.0
30,No,Travel_Rarely,Sales,2,1,Technical Degree,Male,1,Sales Representative,Married,1,No,18,3,1,1,3,1,0,0,0,2.4,Low,0.0
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,Male,1,Research Scientist,Single,0,No,22,4,0,7,2,6,4,0,4,2.6,Low,0.0
22,No,Travel_Rarely,Research & Development,11,3,Medical,Female,1,Research Scientist,Married,1,No,13,3,1,2,1,2,1,1,2,2.6,Low,0.5
36,No,Travel_Rarely,Sales,2,2,Medical,Male,3,Sales Executive,Married,1,No,13,3,2,10,2,10,9,9,0,2.4,High,0.9
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,Male,1,Research Scientist,Single,9,Yes,23,4,0,3,4,1,0,0,0,3.2,Low,0.0
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,Female,1,Laboratory Technician,Divorced,1,No,12,3,1,18,2,18,7,12,17,2.6,Low,0.6666666666666666
40,No,Travel_Rarely,Sales,2,2,Marketing,Female,2,Sales Executive,Divorced,7,No,12,3,2,8,5,5,4,1,3,3.0,Medium,0.2
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Laboratory Technician,Divorced,3,No,16,3,1,8,5,5,2,1,2,2.2,Low,0.2
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,2,Manufacturing Director,Single,2,Yes,12,3,0,18,2,1,0,0,1,2.8,Medium,0.0
43,No,Travel_Rarely,Research & Development,12,3,Life Sciences,Male,4,Research Director,Divorced,1,No,11,3,1,25,3,25,10,3,9,2.2,High,0.12
40,No,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Laboratory Technician,Married,6,No,22,4,1,20,3,1,0,0,0,2.4,Low,0.0
54,No,Travel_Rarely,Research & Development,5,2,Medical,Male,5,Research Director,Married,4,No,11,3,1,24,4,4,2,1,2,2.0,High,0.25
34,No,Non-Travel,Sales,4,4,Marketing,Female,2,Sales Executive,Married,9,No,15,3,1,6,3,3,2,1,2,2.6,High,0.3333333333333333
31,No,Travel_Rarely,Research & Development,7,2,Medical,Female,2,Manufacturing Director,Married,1,No,12,3,1,13,5,13,10,3,12,1.8,Medium,0.23076923076923078
43,No,Travel_Frequently,Research & Development,21,3,Medical,Male,1,Laboratory Technician,Married,7,No,20,4,1,8,1,3,2,1,2,3.0,Low,0.3333333333333333
43,No,Travel_Rarely,Research & Development,8,4,Other,Female,2,Healthcare Representative,Divorced,4,Yes,14,3,0,8,3,5,2,0,2,3.2,Medium,0.0
25,No,Travel_Rarely,Sales,4,2,Life Sciences,Female,2,Sales Executive,Single,1,Yes,11,3,0,5,3,5,4,1,3,2.6,Medium,0.2
37,No,Non-Travel,Research & Development,25,5,Medical,Female,2,Research Scientist,Married,3,Yes,15,3,2,15,2,13,11,10,7,2.4,Medium,0.7692307692307693
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Laboratory Technician,Married,1,No,12,3,1,4,3,4,2,3,2,2.6,Low,0.75
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,5,Manager,Divorced,1,Yes,14,3,1,21,3,21,8,1,6,2.8,High,0.047619047619047616
56,No,Travel_Frequently,Sales,6,3,Life Sciences,Female,4,Sales Executive,Married,9,No,11,3,3,36,0,7,7,7,7,2.8,High,1.0
30,No,Travel_Rarely,Sales,12,3,Technical Degree,Female,2,Sales Executive,Single,0,No,11,3,0,6,6,5,4,4,4,2.6,High,0.8
41,No,Travel_Rarely,Sales,1,3,Marketing,Male,3,Sales Executive,Married,1,No,16,3,1,10,2,10,7,0,7,2.6,High,0.0
28,No,Travel_Rarely,Research & Development,17,2,Medical,Male,2,Laboratory Technician,Divorced,1,No,12,3,1,10,2,10,0,1,8,2.8,Medium,0.1
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Laboratory Technician,Married,5,No,13,3,1,6,5,2,2,0,2,2.2,Medium,0.0
52,No,Travel_Rarely,Research & Development,3,3,Medical,Male,3,Manufacturing Director,Married,2,Yes,14,3,0,28,4,5,4,0,4,3.0,High,0.0
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,1,Research Scientist,Married,3,No,21,4,2,8,3,2,2,0,2,2.8,Low,0.0
52,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,4,Manager,Married,2,No,13,3,0,31,2,5,2,1,4,3.2,High,0.2
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,Female,2,Research Scientist,Divorced,2,No,11,3,1,19,3,5,4,0,2,2.4,Medium,0.0
30,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manufacturing Director,Single,2,No,20,4,0,11,2,5,4,0,2,2.8,Medium,0.0
60,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,5,Manager,Married,5,No,11,3,0,33,5,29,8,11,10,2.0,High,0.3793103448275862
46,No,Travel_Rarely,Research & Development,18,3,Medical,Female,2,Manufacturing Director,Divorced,2,No,14,3,1,19,5,10,7,0,8,2.8,Medium,0.0
42,No,Travel_Frequently,Research & Development,28,4,Technical Degree,Female,2,Healthcare Representative,Married,0,No,11,3,3,7,4,6,5,0,4,3.6,Medium,0.0
24,Yes,Travel_Rarely,Sales,1,1,Technical Degree,Female,1,Sales Representative,Single,1,Yes,16,3,0,6,4,5,3,1,4,2.2,Low,0.2
34,Yes,Travel_Frequently,Sales,6,2,Marketing,Female,1,Sales Representative,Divorced,0,No,16,3,1,3,3,2,2,1,0,2.8,Low,0.5
38,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,1,Yes,23,4,1,1,3,1,0,0,0,3.4,Low,0.0
40,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,5,Manager,Married,0,No,14,3,0,21,2,20,15,1,12,3.2,High,0.05
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,1,Research Scientist,Divorced,1,No,22,4,2,3,3,3,2,0,2,2.2,Low,0.0
30,No,Non-Travel,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Married,4,No,15,3,1,9,3,5,3,1,4,2.8,Low,0.2
29,No,Travel_Rarely,Research & Development,3,4,Medical,Male,3,Research Director,Married,1,No,18,3,0,10,2,10,2,0,7,2.6,High,0.0
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,Female,1,Research Scientist,Married,5,No,16,3,0,6,2,2,2,1,1,2.6,Low,0.5
19,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,Male,1,Human Resources,Single,1,No,12,3,0,1,3,1,0,0,0,2.8,Low,0.0
30,No,Non-Travel,Sales,22,4,Other,Female,3,Sales Executive,Married,0,No,11,3,0,10,3,9,8,7,8,2.6,High,0.7777777777777778
57,No,Travel_Rarely,Sales,29,3,Marketing,Male,4,Manager,Divorced,3,No,12,3,1,32,3,1,0,0,0,2.4,High,0.0
50,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,4,Manager,Married,0,No,15,3,1,28,2,27,10,15,7,2.4,High,0.5555555555555556
30,No,Non-Travel,Research & Development,2,3,Medical,Female,1,Laboratory Technician,Single,0,No,14,3,0,12,2,11,7,6,7,3.0,Low,0.5454545454545454
60,No,Travel_Frequently,Sales,28,3,Marketing,Female,3,Sales Executive,Married,4,No,19,3,0,22,5,18,13,13,11,2.8,High,0.7222222222222222
47,No,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Divorced,5,No,13,3,3,20,2,5,0,0,4,2.8,Medium,0.0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,4,Research Director,Married,6,No,13,3,0,26,2,3,2,0,1,2.2,High,0.0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Male,1,Laboratory Technician,Single,0,No,15,3,0,6,2,5,4,4,3,2.8,Medium,0.8
54,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,2,Laboratory Technician,Single,7,No,11,3,0,19,3,1,0,0,0,3.0,Medium,0.0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Research Scientist,Divorced,3,No,12,3,1,14,3,7,3,5,7,3.0,Low,0.7142857142857143
46,No,Travel_Rarely,Sales,10,3,Marketing,Female,3,Sales Executive,Married,2,Yes,19,3,1,15,3,3,2,1,2,3.0,High,0.3333333333333333
31,No,Travel_Rarely,Research & Development,9,1,Life Sciences,Male,3,Manufacturing Director,Divorced,1,No,25,4,1,13,6,13,8,0,8,3.2,High,0.0
33,Yes,Travel_Rarely,Research & Development,15,1,Medical,Male,3,Manager,Married,7,Yes,12,3,0,15,2,7,6,7,7,3.2,High,1.0
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Laboratory Technician,Divorced,7,No,13,3,3,8,2,4,3,1,3,2.0,Low,0.25
30,No,Travel_Rarely,Sales,7,1,Marketing,Male,1,Sales Representative,Single,0,No,14,3,0,4,3,3,2,1,2,2.6,Low,0.3333333333333333
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Healthcare Representative,Married,4,Yes,12,3,0,10,2,8,7,0,0,3.2,High,0.0
31,Yes,Travel_Frequently,Research & Development,20,3,Life Sciences,Male,3,Healthcare Representative,Married,3,No,12,3,0,12,2,1,0,0,0,2.2,High,0.0
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,Female,3,Human Resources,Divorced,9,Yes,15,3,3,11,2,3,2,0,2,2.4,High,0.0
42,No,Travel_Frequently,Research & Development,5,2,Other,Male,1,Laboratory Technician,Married,4,No,17,3,1,8,4,2,2,2,0,3.0,Low,1.0
36,No,Non-Travel,Sales,10,4,Medical,Male,3,Sales Executive,Single,1,No,14,3,0,10,3,10,3,9,7,3.0,High,0.9
22,Yes,Travel_Frequently,Research & Development,4,1,Technical Degree,Male,1,Laboratory Technician,Single,5,No,16,3,0,4,3,2,2,1,2,2.8,Medium,0.5
48,No,Travel_Rarely,Sales,2,5,Marketing,Female,2,Sales Executive,Married,2,No,14,3,1,14,2,9,7,6,7,2.6,Medium,0.6666666666666666
55,No,Travel_Rarely,Sales,18,5,Life Sciences,Female,4,Manager,Single,3,No,23,4,0,37,2,10,9,7,7,2.6,High,0.7
41,No,Non-Travel,Sales,10,2,Life Sciences,Male,2,Sales Executive,Single,7,No,14,3,0,16,3,14,3,1,10,3.6,Medium,0.07142857142857142
35,No,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,9,No,11,3,0,15,2,11,9,6,9,2.8,Medium,0.5454545454545454
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,4,Manufacturing Director,Single,7,No,15,3,0,22,3,20,6,5,13,2.8,High,0.25
39,No,Travel_Frequently,Research & Development,8,1,Life Sciences,Female,1,Laboratory Technician,Married,1,No,11,3,1,8,3,8,3,0,7,2.6,Medium,0.0
31,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,4,Yes,13,3,0,10,2,6,5,0,5,3.2,High,0.0
42,No,Travel_Rarely,Research & Development,24,3,Medical,Male,3,Manufacturing Director,Married,1,Yes,21,4,1,10,5,10,9,5,8,2.8,High,0.5
45,No,Travel_Rarely,Sales,2,3,Other,Male,2,Sales Executive,Married,0,No,19,3,1,9,3,8,7,3,7,3.0,Medium,0.375
26,Yes,Travel_Frequently,Human Resources,17,4,Life Sciences,Female,1,Human Resources,Divorced,0,Yes,11,3,1,8,2,7,7,1,0,2.4,Low,0.14285714285714285
29,No,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,2,Manufacturing Director,Divorced,4,No,12,3,2,8,2,3,2,1,2,3.4,Medium,0.3333333333333333
33,No,Travel_Rarely,Research & Development,1,5,Medical,Female,4,Research Director,Divorced,4,No,19,3,1,10,2,6,1,0,5,2.8,High,0.0
31,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,3,Manager,Divorced,9,No,21,4,1,10,3,5,4,0,1,2.8,High,0.0
18,Yes,Travel_Frequently,Sales,5,3,Marketing,Male,1,Sales Representative,Single,1,Yes,14,3,0,0,3,0,0,0,0,2.8,Low,0.0
40,No,Non-Travel,Sales,28,3,Other,Male,3,Sales Executive,Divorced,3,No,15,3,1,20,2,1,0,0,1,2.2,High,0.0
41,No,Non-Travel,Research & Development,2,4,Other,Female,2,Healthcare Representative,Single,2,Yes,17,3,0,10,3,8,7,0,7,2.0,High,0.0
26,No,Travel_Rarely,Sales,29,2,Medical,Male,2,Sales Executive,Divorced,5,No,12,3,2,8,5,0,0,0,0,2.2,Medium,0.0
35,No,Travel_Rarely,Sales,1,3,Medical,Female,2,Sales Executive,Single,1,No,16,3,0,5,3,5,4,0,3,2.8,Medium,0.0
34,No,Travel_Rarely,Sales,21,4,Life Sciences,Male,2,Sales Executive,Single,1,No,12,3,0,10,3,10,7,5,7,3.8,Medium,0.5
26,Yes,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,1,Laboratory Technician,Single,1,Yes,18,3,0,1,3,1,0,0,0,2.2,Low,0.0
37,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,3,Manufacturing Director,Single,4,No,17,3,0,12,3,6,5,1,2,3.4,High,0.16666666666666666
46,No,Travel_Frequently,Research & Development,18,1,Medical,Female,3,Healthcare Representative,Married,5,No,11,3,0,28,3,2,2,1,2,2.6,High,0.5
41,No,Travel_Rarely,Sales,2,5,Life Sciences,Female,4,Manager,Married,7,No,16,3,1,22,2,18,16,11,8,2.2,High,0.6111111111111112
37,No,Non-Travel,Sales,9,4,Medical,Male,3,Sales Executive,Divorced,1,No,13,3,1,9,6,9,5,7,7,2.6,High,0.7777777777777778
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,Male,2,Research Scientist,Divorced,3,Yes,12,3,2,18,3,10,9,6,9,2.6,Medium,0.6
32,Yes,Non-Travel,Sales,11,4,Other,Male,2,Sales Executive,Married,8,No,12,3,0,6,2,4,2,1,2,3.6,Medium,0.25
24,No,Travel_Frequently,Sales,24,3,Medical,Male,1,Sales Representative,Married,0,No,13,3,2,3,3,2,2,2,1,3.4,Low,1.0
38,No,Travel_Rarely,Research & Development,10,3,Medical,Female,2,Healthcare Representative,Married,3,No,19,3,1,18,4,1,0,0,0,3.0,High,0.0
37,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Manufacturing Director,Married,6,No,12,3,1,8,2,6,5,4,3,2.2,Medium,0.6666666666666666
49,No,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,5,Research Director,Divorced,1,Yes,17,3,1,31,5,31,9,0,9,3.0,High,0.0
24,No,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Research Scientist,Married,1,Yes,11,3,2,6,3,6,5,1,4,3.0,Low,0.16666666666666666
26,No,Travel_Rarely,Sales,28,2,Marketing,Male,2,Sales Executive,Married,1,No,20,4,2,6,5,5,3,1,4,2.8,Medium,0.2
24,No,Travel_Rarely,Research & Development,17,2,Other,Male,1,Laboratory Technician,Married,1,No,21,4,1,1,2,1,0,0,0,3.0,Low,0.0
50,No,Travel_Frequently,Human Resources,3,3,Medical,Male,5,Manager,Married,1,No,11,3,1,32,2,32,5,10,7,2.4,High,0.3125
25,No,Travel_Rarely,Sales,13,1,Medical,Male,1,Sales Representative,Married,1,No,11,3,0,7,1,7,4,0,6,2.8,Low,0.0
24,Yes,Travel_Frequently,Research & Development,7,3,Life Sciences,Female,1,Laboratory Technician,Married,1,Yes,16,3,1,6,4,6,3,1,2,2.8,Low,0.16666666666666666
30,Yes,Travel_Frequently,Sales,12,4,Life Sciences,Male,1,Sales Representative,Married,1,No,18,3,1,1,2,1,0,0,0,2.4,Low,0.0
34,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Research Scientist,Married,1,Yes,13,3,1,6,3,6,5,1,3,3.0,Low,0.16666666666666666
31,Yes,Travel_Rarely,Sales,13,4,Medical,Male,2,Sales Executive,Divorced,2,No,17,3,0,9,2,3,1,1,2,2.0,Medium,0.3333333333333333
35,No,Travel_Rarely,Research & Development,25,2,Other,Male,2,Laboratory Technician,Single,4,No,14,3,0,9,3,3,2,0,2,2.8,Medium,0.0
31,No,Travel_Rarely,Sales,6,4,Medical,Male,2,Sales Executive,Divorced,4,No,22,4,2,13,4,7,7,5,7,3.4,Medium,0.7142857142857143
27,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Research Scientist,Divorced,0,No,12,3,2,6,5,5,3,0,3,2.2,Low,0.0
37,No,Travel_Rarely,Sales,2,3,Marketing,Male,2,Sales Executive,Married,4,Yes,11,3,1,17,3,3,0,1,0,3.0,High,0.3333333333333333
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Research Scientist,Single,1,No,13,3,0,1,0,1,0,0,0,3.2,Low,0.0
42,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,2,Healthcare Representative,Married,1,No,13,3,2,10,4,10,2,2,2,3.0,Medium,0.2
43,No,Travel_Rarely,Research & Development,6,4,Other,Male,4,Research Director,Divorced,4,Yes,14,3,1,21,3,1,0,0,0,2.6,High,0.0
38,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Research Scientist,Single,3,No,17,3,0,8,3,0,0,0,0,2.6,Low,0.0
43,No,Travel_Frequently,Research & Development,9,5,Medical,Male,2,Laboratory Technician,Divorced,3,Yes,13,3,1,10,3,8,7,4,7,3.0,Medium,0.5
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,4,Manager,Married,7,No,11,3,1,21,3,3,2,0,2,1.8,High,0.0
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,2,Human Resources,Single,4,No,11,3,0,10,1,2,2,0,2,2.4,Medium,0.0
34,No,Travel_Rarely,Sales,14,3,Technical Degree,Female,1,Sales Representative,Divorced,1,Yes,18,3,2,8,3,8,2,0,6,3.2,Low,0.0
27,Yes,Travel_Rarely,Sales,2,1,Marketing,Male,1,Sales Representative,Divorced,0,No,11,3,1,5,3,4,3,0,2,2.4,Low,0.0
21,No,Travel_Rarely,Sales,22,1,Technical Degree,Male,1,Sales Representative,Single,1,No,11,3,0,3,2,3,2,1,2,3.0,Low,0.3333333333333333
44,No,Travel_Rarely,Research & Development,3,4,Other,Male,5,Manager,Married,4,Yes,12,3,1,26,2,2,2,0,1,3.2,High,0.0
22,No,Travel_Rarely,Research & Development,6,1,Medical,Male,1,Research Scientist,Married,0,No,20,4,0,3,3,2,2,2,2,2.8,Low,1.0
33,No,Travel_Rarely,Sales,8,4,Marketing,Male,2,Sales Executive,Divorced,0,No,12,3,0,6,3,5,0,1,2,3.2,High,0.2
32,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,2,Research Scientist,Married,1,Yes,12,3,1,6,2,6,4,0,5,2.8,Medium,0.0
30,No,Travel_Frequently,Research & Development,3,3,Medical,Female,1,Research Scientist,Divorced,1,No,20,4,1,1,2,1,0,0,0,3.0,Low,0.0
53,No,Travel_Rarely,Sales,1,1,Medical,Female,2,Sales Executive,Single,7,No,20,4,0,18,2,14,7,8,10,3.2,High,0.5714285714285714
34,No,Travel_Rarely,Research & Development,1,5,Life Sciences,Male,1,Research Scientist,Married,1,No,12,3,1,10,4,10,9,8,8,3.0,Low,0.8
45,Yes,Travel_Frequently,Sales,26,4,Life Sciences,Female,2,Sales Executive,Married,2,No,14,3,2,5,4,1,1,0,0,2.4,Medium,0.0
26,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,1,Laboratory Technician,Married,1,Yes,13,3,1,3,2,3,2,0,2,3.2,Low,0.0
37,No,Travel_Rarely,Research & Development,3,3,Other,Male,3,Manufacturing Director,Married,1,No,15,3,1,10,2,10,7,7,8,3.0,High,0.7
29,No,Travel_Rarely,Sales,3,2,Medical,Female,2,Sales Executive,Married,1,No,14,3,1,6,5,6,0,1,2,2.2,Medium,0.16666666666666666
35,No,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Research Scientist,Single,1,No,13,3,0,17,3,17,11,11,8,2.4,High,0.6470588235294118
33,No,Travel_Frequently,Research & Development,6,3,Life Sciences,Male,2,Healthcare Representative,Divorced,3,No,23,4,1,15,2,13,11,4,7,2.8,High,0.3076923076923077
54,No,Travel_Rarely,Human Resources,19,4,Medical,Male,3,Human Resources,Married,2,No,15,3,1,16,1,9,7,7,1,3.0,High,0.7777777777777778
36,No,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Manufacturing Director,Divorced,2,Yes,11,3,1,13,2,3,2,0,2,2.4,High,0.0
27,No,Travel_Rarely,Research & Development,3,4,Medical,Male,1,Research Scientist,Single,0,No,13,3,0,5,0,4,2,1,1,2.8,Low,0.25
20,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Single,1,Yes,11,3,0,1,5,1,0,1,1,3.4,Low,1.0
33,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,Male,1,Research Scientist,Single,1,Yes,11,3,0,10,3,10,8,9,7,1.8,Low,0.9
35,No,Non-Travel,Research & Development,3,3,Life Sciences,Male,1,Laboratory Technician,Married,1,No,18,3,2,1,3,1,0,0,0,2.8,Low,0.0
23,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Research Scientist,Married,2,No,16,3,1,5,3,3,2,0,2,2.2,Low,0.0
